,episode_name,tv_show_name,imdb_ratings,runtime_in_mins,director,season
3442,Abraham Stern (No. 100),The Blacklist,8.8,42,Andrew McCarthy,Season 5 | Episode 11
3443,The Cook (No. 56),The Blacklist,8.0,43,Solvan Naim,Season 5 | Episode 12
3444,The Invisible Hand (No. 63),The Blacklist,8.1,43,Andrew McCarthy,Season 5 | Episode 13
3445,Mr. Raleigh Sinclair III (No. 51),The Blacklist,8.2,43,Christine Gee,Season 5 | Episode 14
3446,Pattie Sue Edwards (No. 68),The Blacklist,7.9,43,Donald E. Thorin Jr.,Season 5 | Episode 15
3447,The Capricorn Killer (No. 19),The Blacklist,8.4,43,Bill Roe,Season 5 | Episode 16
3448,Anna-Gracia Duerte (No. 25),The Blacklist,7.9,43,Michael Caracciolo,Season 5 | Episode 17
3449,Zarak Mosadek (No. 23),The Blacklist,8.3,43,Terrence O'Hara,Season 5 | Episode 18
3450,Ian Garvey (No. 13): Conclusion,The Blacklist,8.8,42,Cort Hessler,Season 5 | Episode 19
3451,Nicholas T. Moore (No. 110),The Blacklist,7.7,43,Solvan Naim,Season 5 | Episode 20
3452,Lawrence Dane Devlin (No. 26),The Blacklist,7.9,43,Bethany Rooney,Season 5 | Episode 21
3453,Sutton Ross (No. 17),The Blacklist,8.8,43,Bill Roe,Season 5 | Episode 22
3454,Dr. Hans Koehler (No. 33),The Blacklist,8.5,43,Bill Roe,Season 6 | Episode 1
3455,The Corsican (No. 20),The Blacklist,8.9,42,Kurt Kuenne,Season 6 | Episode 2
3456,The Pharmacist (No. 124),The Blacklist,8.7,42,Daniel Willis,Season 6 | Episode 3
3457,The Pawnbrokers (No. 146/147),The Blacklist,8.7,42,Lin Oeding,Season 6 | Episode 4
3458,Alter Ego,The Blacklist,NA,43,James Spader,Season 6 | Episode 5
3459,The Ethicist,The Blacklist,NA,43,Bill Roe,Season 6 | Episode 6
3460,General Shiro,The Blacklist,NA,43,Lukas Reiter,Season 6 | Episode 7
3461,Episode #6.8,The Blacklist,NA,43,Bill Roe,Season 6 | Episode 8
3462,Episode #6.9,The Blacklist,NA,43,Michael Caracciolo,Season 6 | Episode 9
3463,Episode #6.10,The Blacklist,NA,43,Erin Fogel,Season 6 | Episode 10
3464,Episode #6.11,The Blacklist,NA,43,Joseph D Fisher,Season 6 | Episode 11
3465,Episode #6.12,The Blacklist,NA,43,Jennifer Blood,Season 6 | Episode 12
3466,Episode #6.13,The Blacklist,NA,43,Frank Fernandez,Season 6 | Episode 13
3467,Episode #6.14,The Blacklist,NA,43,Tony Cheng,Season 6 | Episode 14
3468,Episode #6.15,The Blacklist,NA,43,NA,Season 6 | Episode 15
3469,Episode #6.16,The Blacklist,NA,43,NA,Season 6 | Episode 16
3470,Episode #6.17,The Blacklist,NA,43,NA,Season 6 | Episode 17
3471,Episode #6.18,The Blacklist,NA,43,NA,Season 6 | Episode 18
3472,Episode #6.19,The Blacklist,NA,43,NA,Season 6 | Episode 19
3473,Episode #6.20,The Blacklist,NA,43,NA,Season 6 | Episode 20
3474,Episode #6.21,The Blacklist,NA,43,NA,Season 6 | Episode 21
3475,Episode #6.22,The Blacklist,NA,43,NA,Season 6 | Episode 22
3476,The Bad Beginning: Part One,A Series of Unfortunate Events,7.8,49,Barry Sonnenfeld,Season 1 | Episode 1
3477,The Bad Beginning: Part Two,A Series of Unfortunate Events,8.1,14,Barry Sonnenfeld,Season 1 | Episode 2
3478,The Reptile Room: Part One,A Series of Unfortunate Events,8.3,48,Mark Palansky,Season 1 | Episode 3
3479,The Reptile Room: Part Two,A Series of Unfortunate Events,8.2,43,Mark Palansky,Season 1 | Episode 4
3480,The Wide Window: Part One,A Series of Unfortunate Events,7.9,42,Barry Sonnenfeld,Season 1 | Episode 5
3481,The Wide Window: Part Two,A Series of Unfortunate Events,7.9,53,Barry Sonnenfeld,Season 1 | Episode 6
3482,The Miserable Mill: Part One,A Series of Unfortunate Events,8.3,44,Bo Welch,Season 1 | Episode 7
3483,The Miserable Mill: Part Two,A Series of Unfortunate Events,8.5,47,Bo Welch,Season 1 | Episode 8
3484,The Austere Academy: Part One,A Series of Unfortunate Events,8.1,46,Barry Sonnenfeld,Season 2 | Episode 1
3485,The Austere Academy: Part Two,A Series of Unfortunate Events,8.1,52,Barry Sonnenfeld,Season 2 | Episode 2
3486,The Ersatz Elevator: Part One,A Series of Unfortunate Events,8.3,52,Bo Welch,Season 2 | Episode 3
3487,The Ersatz Elevator: Part Two,A Series of Unfortunate Events,8.2,41,Bo Welch,Season 2 | Episode 4
3488,The Vile Village: Part One,A Series of Unfortunate Events,7.9,48,Barry Sonnenfeld,Season 2 | Episode 5
3489,The Vile Village: Part Two,A Series of Unfortunate Events,8.1,41,Barry Sonnenfeld,Season 2 | Episode 6
3490,The Hostile Hospital: Part One,A Series of Unfortunate Events,8.5,44,Allan Arkush,Season 2 | Episode 7
3491,The Hostile Hospital: Part Two,A Series of Unfortunate Events,8.4,40,Allan Arkush,Season 2 | Episode 8
3492,The Carnivorous Carnival: Part One,A Series of Unfortunate Events,8.6,46,Loni Peristere,Season 2 | Episode 9
3493,The Carnivorous Carnival: Part Two,A Series of Unfortunate Events,8.7,42,Loni Peristere,Season 2 | Episode 10
3494,The Slippery Slope: Part One,A Series of Unfortunate Events,8.2,50,Jonathan Teplitzky,Season 3 | Episode 1
3495,The Slippery Slope: Part Two,A Series of Unfortunate Events,8.2,50,Jonathan Teplitzky,Season 3 | Episode 2
3496,Grim Grotto: Part 1,A Series of Unfortunate Events,7.9,50,Liza Johnson,Season 3 | Episode 3
3497,Grim Grotto: Part 2,A Series of Unfortunate Events,8.1,50,Liza Johnson,Season 3 | Episode 4
3498,Penultimate Peril: Part 1,A Series of Unfortunate Events,8.9,50,Barry Sonnenfeld,Season 3 | Episode 5
3499,Penultimate Peril: Part 2,A Series of Unfortunate Events,8.9,50,Barry Sonnenfeld,Season 3 | Episode 6
3500,The End,A Series of Unfortunate Events,8.8,50,Bo Welch,Season 3 | Episode 7
3501,Pilot,This Is Us,9.0,43,Glenn Ficarra,Season 1 | Episode 1
3502,The Big Three,This Is Us,8.6,43,Ken Olin,Season 1 | Episode 2
3503,Kyle,This Is Us,8.6,43,Glenn Ficarra,Season 1 | Episode 3
3504,The Pool,This Is Us,8.7,43,Glenn Ficarra,Season 1 | Episode 4
3505,The Game Plan,This Is Us,8.6,42,George Tillman Jr.,Season 1 | Episode 5
3506,Career Days,This Is Us,8.6,43,Craig Zisk,Season 1 | Episode 6
3507,The Best Washing Machine in the Whole World,This Is Us,8.6,42,Silas Howard,Season 1 | Episode 7
3508,Pilgrim Rick,This Is Us,8.7,43,Sarah Pia Anderson,Season 1 | Episode 8
3509,The Trip,This Is Us,8.6,43,Uta Briesewitz,Season 1 | Episode 9
3510,Last Christmas,This Is Us,8.6,43,Helen Hunt,Season 1 | Episode 10
3511,The Right Thing to Do,This Is Us,8.4,42,Timothy Busfield,Season 1 | Episode 11
3512,The Big Day,This Is Us,8.7,45,Ken Olin,Season 1 | Episode 12
3513,Three Sentences,This Is Us,8.7,43,Chris Koch,Season 1 | Episode 13
3514,I Call Marriage,This Is Us,8.4,43,George Tillman Jr.,Season 1 | Episode 14
3515,Jack Pearson's Son,This Is Us,8.7,43,Ken Olin,Season 1 | Episode 15
3516,Memphis,This Is Us,9.0,43,Glenn Ficarra,Season 1 | Episode 16
3517,What Now?,This Is Us,8.7,43,Wendey Stanzler,Season 1 | Episode 17
3518,Moonshadow,This Is Us,8.6,42,Ken Olin,Season 1 | Episode 18
3519,A Father's Advice,This Is Us,8.7,43,Ken Olin,Season 2 | Episode 1
3520,A Manny-Splendored Thing,This Is Us,8.5,43,John Fortenberry,Season 2 | Episode 2
3521,Déjà Vu,This Is Us,8.5,43,Glenn Ficarra,Season 2 | Episode 3
3522,Still There,This Is Us,8.3,43,Ken Olin,Season 2 | Episode 4
3523,Brothers,This Is Us,8.1,43,Glenn Ficarra,Season 2 | Episode 5
3524,The 20's,This Is Us,8.2,43,Regina King,Season 2 | Episode 6
3525,The Most Disappointed Man,This Is Us,8.7,43,Chris Koch,Season 2 | Episode 7
3526,Number One,This Is Us,8.7,43,Ken Olin,Season 2 | Episode 8
3527,Number Two,This Is Us,8.6,42,Ken Olin,Season 2 | Episode 9
3528,Number Three,This Is Us,8.5,43,Ken Olin,Season 2 | Episode 10
3529,The Fifth Wheel,This Is Us,8.9,43,Chris Koch,Season 2 | Episode 11
3530,Clooney,This Is Us,8.5,43,Zetna Fuentes,Season 2 | Episode 12
3531,That'll Be the Day,This Is Us,9.1,43,Uta Briesewitz,Season 2 | Episode 13
3532,Super Bowl Sunday,This Is Us,9.5,46,Glenn Ficarra,Season 2 | Episode 14
3533,The Car,This Is Us,8.9,43,Ken Olin,Season 2 | Episode 15
3534,"Vegas, Baby",This Is Us,7.8,43,Joanna Kerns,Season 2 | Episode 16
3535,"This Big, Amazing, Beautiful Life",This Is Us,7.3,43,Rebecca Asher,Season 2 | Episode 17
3536,The Wedding,This Is Us,8.7,43,Ken Olin,Season 2 | Episode 18
3537,Nine Bucks,This Is Us,8.9,43,Ken Olin,Season 3 | Episode 1
3538,A Philadelphia Story,This Is Us,8.4,43,Chris Koch,Season 3 | Episode 2
3539,Katie Girls,This Is Us,8.8,43,Rebecca Asher,Season 3 | Episode 3
3540,Vietnam,This Is Us,8.2,43,Ken Olin,Season 3 | Episode 4
3541,Toby,This Is Us,8.4,43,Chris Koch,Season 3 | Episode 5
3542,Kamsahamnida,This Is Us,8.6,43,John Fortenberry,Season 3 | Episode 6
3543,Sometimes,This Is Us,8.6,43,Ken Olin,Season 3 | Episode 7
3544,Six Thanksgivings,This Is Us,8.4,44,Catherine Hardwicke,Season 3 | Episode 8
3545,The Beginning Is the End Is the Beginning,This Is Us,9.1,44,Ken Olin,Season 3 | Episode 9
3546,The Last Seven Weeks,This Is Us,8.6,43,Roxann Dawson,Season 3 | Episode 10
3547,Songbird Road: Part One,This Is Us,9.5,43,Chris Koch,Season 3 | Episode 11
3548,Songbird Road: Part Two,This Is Us,NA,45,Dan Fogelman,Season 3 | Episode 12
3549,Bethany Clarke,This Is Us,NA,45,Dan Fogelman,Season 3 | Episode 13
3550,Episode #3.14,This Is Us,NA,45,Dan Fogelman,Season 3 | Episode 14
3551,Episode #3.15,This Is Us,NA,45,Dan Fogelman,Season 3 | Episode 15
3552,Episode #3.16,This Is Us,NA,45,Dan Fogelman,Season 3 | Episode 16
3553,Episode #3.17,This Is Us,NA,45,Dan Fogelman,Season 3 | Episode 17
3554,Episode #3.18,This Is Us,NA,45,Dan Fogelman,Season 3 | Episode 18
3555,Chapter One: The Vanishing of Will Byers,Stranger Things,8.6,47,Matt Duffer,Season 1 | Episode 1
3556,Chapter Two: The Weirdo on Maple Street,Stranger Things,8.5,55,Matt Duffer,Season 1 | Episode 2
3557,"Chapter Three: Holly, Jolly",Stranger Things,8.9,51,Shawn Levy,Season 1 | Episode 3
3558,Chapter Four: The Body,Stranger Things,8.9,49,Shawn Levy,Season 1 | Episode 4
3559,Chapter Five: The Flea and the Acrobat,Stranger Things,8.7,52,Matt Duffer,Season 1 | Episode 5
3560,Chapter Six: The Monster,Stranger Things,8.8,46,Matt Duffer,Season 1 | Episode 6
3561,Chapter Seven: The Bathtub,Stranger Things,9.1,41,Matt Duffer,Season 1 | Episode 7
3562,Chapter Eight: The Upside Down,Stranger Things,9.3,54,Matt Duffer,Season 1 | Episode 8
3563,Chapter One: MADMAX,Stranger Things,8.3,48,Matt Duffer,Season 2 | Episode 1
3564,"Chapter Two: Trick or Treat, Freak",Stranger Things,8.5,56,Matt Duffer,Season 2 | Episode 2
3565,Chapter Three: The Pollywog,Stranger Things,8.7,51,Shawn Levy,Season 2 | Episode 3
3566,Chapter Four: Will the Wise,Stranger Things,8.7,46,Shawn Levy,Season 2 | Episode 4
3567,Chapter Five: Dig Dug,Stranger Things,8.9,58,Andrew Stanton,Season 2 | Episode 5
3568,Chapter Six: The Spy,Stranger Things,9.2,51,Andrew Stanton,Season 2 | Episode 6
3569,Chapter Seven: The Lost Sister,Stranger Things,6.1,45,Rebecca Thomas,Season 2 | Episode 7
3570,Chapter Eight: The Mind Flayer,Stranger Things,9.3,47,Matt Duffer,Season 2 | Episode 8
3571,Chapter Nine: The Gate,Stranger Things,9.4,12,Matt Duffer,Season 2 | Episode 9
3572,"Chapter One: Suzie, Do You Copy?",Stranger Things,NA,51,Matt Duffer,Season 3 | Episode 1
3573,Chapter Two: The Mall Rats,Stranger Things,NA,51,Matt Duffer,Season 3 | Episode 2
3574,Chapter Three: The Case of the Missing Lifeguard,Stranger Things,NA,51,Shawn Levy,Season 3 | Episode 3
3575,Chapter Four: The Sauna Test,Stranger Things,NA,51,Shawn Levy,Season 3 | Episode 4
3576,Chapter Five: The Source,Stranger Things,NA,51,Uta Briesewitz,Season 3 | Episode 5
3577,Chapter Six: The Birthday,Stranger Things,NA,51,Uta Briesewitz,Season 3 | Episode 6
3578,Chapter Seven: The Bite,Stranger Things,NA,51,Matt Duffer,Season 3 | Episode 7
3579,Chapter Eight: The Battle of Starcourt,Stranger Things,NA,51,Matt Duffer,Season 3 | Episode 8
3580,Pilot,The Sopranos,8.6,59,David Chase,Season 1 | Episode 1
3581,46 Long,The Sopranos,8.6,50,Daniel Attias,Season 1 | Episode 2
3582,"Denial, Anger, Acceptance",The Sopranos,8.8,45,Nick Gomez,Season 1 | Episode 3
3583,Meadowlands,The Sopranos,8.8,54,John Patterson,Season 1 | Episode 4
3584,College,The Sopranos,8.9,57,Allen Coulter,Season 1 | Episode 5
3585,Pax Soprana,The Sopranos,8.7,50,Alan Taylor,Season 1 | Episode 6
3586,Down Neck,The Sopranos,8.6,52,Lorraine Senna,Season 1 | Episode 7
3587,The Legend of Tennessee Moltisanti,The Sopranos,8.8,49,Timothy Van Patten,Season 1 | Episode 8
3588,Boca,The Sopranos,8.7,52,Andy Wolk,Season 1 | Episode 9
3589,A Hit Is a Hit,The Sopranos,8.3,53,Matthew Penn,Season 1 | Episode 10
3590,Nobody Knows Anything,The Sopranos,8.8,58,Henry Bronchtein,Season 1 | Episode 11
3591,Isabella,The Sopranos,9.1,48,Allen Coulter,Season 1 | Episode 12
3592,I Dream of Jeannie Cusamano,The Sopranos,9.1,1,John Patterson,Season 1 | Episode 13
3593,Guy Walks Into a Psychiatrist's Office,The Sopranos,8.5,50,Allen Coulter,Season 2 | Episode 1
3594,Do Not Resuscitate,The Sopranos,8.4,51,Martin Bruestle,Season 2 | Episode 2
3595,Toodle-Fucking-Oo,The Sopranos,8.6,51,Lee Tamahori,Season 2 | Episode 3
3596,Commendatori,The Sopranos,8.7,53,Timothy Van Patten,Season 2 | Episode 4
3597,Big Girls Don't Cry,The Sopranos,8.7,52,Timothy Van Patten,Season 2 | Episode 5
3598,The Happy Wanderer,The Sopranos,8.7,51,John Patterson,Season 2 | Episode 6
3599,D-Girl,The Sopranos,8.7,57,Allen Coulter,Season 2 | Episode 7
3600,Full Leather Jacket,The Sopranos,8.9,43,Allen Coulter,Season 2 | Episode 8
3601,From Where to Eternity,The Sopranos,8.8,56,Henry Bronchtein,Season 2 | Episode 9
3602,Bust-Out,The Sopranos,8.7,1,John Patterson,Season 2 | Episode 10
3603,House Arrest,The Sopranos,8.4,58,Timothy Van Patten,Season 2 | Episode 11
3604,The Knight in White Satin Armor,The Sopranos,9.2,11,Allen Coulter,Season 2 | Episode 12
3605,Funhouse,The Sopranos,9.3,1,John Patterson,Season 2 | Episode 13
3606,Mr. Ruggerio's Neighborhood,The Sopranos,8.7,50,Allen Coulter,Season 3 | Episode 1
3607,"Proshai, Livushka",The Sopranos,8.7,57,Timothy Van Patten,Season 3 | Episode 2
3608,Fortunate Son,The Sopranos,8.6,59,Henry Bronchtein,Season 3 | Episode 3
3609,Employee of the Month,The Sopranos,9.0,53,John Patterson,Season 3 | Episode 4
3610,Another Toothpick,The Sopranos,8.7,1,Jack Bender,Season 3 | Episode 5
3611,University,The Sopranos,8.7,49,Allen Coulter,Season 3 | Episode 6
3612,Second Opinion,The Sopranos,8.6,1,Timothy Van Patten,Season 3 | Episode 7
3613,He Is Risen,The Sopranos,8.5,54,Allen Coulter,Season 3 | Episode 8
3614,The Telltale Moozadell,The Sopranos,8.4,56,Daniel Attias,Season 3 | Episode 9
3615,To Save Us All from Satan's Power,The Sopranos,8.6,46,Jack Bender,Season 3 | Episode 10
3616,Pine Barrens,The Sopranos,9.7,1,Steve Buscemi,Season 3 | Episode 11
3617,Amour Fou,The Sopranos,9.1,1,Timothy Van Patten,Season 3 | Episode 12
3618,Army of One,The Sopranos,9.0,1,John Patterson,Season 3 | Episode 13
3619,For All Debts Public and Private,The Sopranos,8.3,58,Allen Coulter,Season 4 | Episode 1
3620,No Show,The Sopranos,8.3,58,John Patterson,Season 4 | Episode 2
3621,Christopher,The Sopranos,8.0,55,Timothy Van Patten,Season 4 | Episode 3
3622,The Weight,The Sopranos,8.4,59,Jack Bender,Season 4 | Episode 4
3623,Pie-o-My,The Sopranos,8.2,55,Henry Bronchtein,Season 4 | Episode 5
3624,Everybody Hurts,The Sopranos,8.3,55,Steve Buscemi,Season 4 | Episode 6
3625,Watching Too Much Television,The Sopranos,8.2,53,John Patterson,Season 4 | Episode 7
3626,Mergers and Acquisitions,The Sopranos,8.2,56,Daniel Attias,Season 4 | Episode 8
3627,Whoever Did This,The Sopranos,9.0,58,Timothy Van Patten,Season 4 | Episode 9
3628,"The Strong, Silent Type",The Sopranos,8.7,53,Alan Taylor,Season 4 | Episode 10
3629,Calling All Cars,The Sopranos,8.1,48,Timothy Van Patten,Season 4 | Episode 11
3630,Eloise,The Sopranos,8.3,57,James Hayman,Season 4 | Episode 12
3631,Whitecaps,The Sopranos,9.0,112,John Patterson,Season 4 | Episode 13
3632,Two Tonys,The Sopranos,8.7,54,Timothy Van Patten,Season 5 | Episode 1
3633,Rat Pack,The Sopranos,8.6,57,Alan Taylor,Season 5 | Episode 2
3634,Where's Johnny?,The Sopranos,8.7,55,John Patterson,Season 5 | Episode 3
3635,All Happy Families,The Sopranos,8.6,53,Rodrigo García,Season 5 | Episode 4
3636,Irregular Around the Margins,The Sopranos,9.1,52,Allen Coulter,Season 5 | Episode 5
3637,Sentimental Education,The Sopranos,8.4,55,Peter Bogdanovich,Season 5 | Episode 6
3638,In Camelot,The Sopranos,8.3,55,Steve Buscemi,Season 5 | Episode 7
3639,Marco Polo,The Sopranos,8.7,54,John Patterson,Season 5 | Episode 8
3640,Unidentified Black Males,The Sopranos,8.8,59,Timothy Van Patten,Season 5 | Episode 9
3641,Cold Cuts,The Sopranos,8.7,52,Mike Figgis,Season 5 | Episode 10
3642,The Test Dream,The Sopranos,8.6,58,Allen Coulter,Season 5 | Episode 11
3643,Long Term Parking,The Sopranos,9.5,57,Timothy Van Patten,Season 5 | Episode 12
3644,All Due Respect,The Sopranos,9.1,56,John Patterson,Season 5 | Episode 13
3645,Members Only,The Sopranos,9.1,53,Timothy Van Patten,Season 6 | Episode 1
3646,Join the Club,The Sopranos,8.6,54,David Nutter,Season 6 | Episode 2
3647,Mayham,The Sopranos,8.7,57,Jack Bender,Season 6 | Episode 3
3648,The Fleshy Part of the Thigh,The Sopranos,8.5,1,Alan Taylor,Season 6 | Episode 4
3649,Mr. & Mrs. John Sacrimoni Request,The Sopranos,8.8,53,Steve Buscemi,Season 6 | Episode 5
3650,Live Free or Die,The Sopranos,8.6,58,Timothy Van Patten,Season 6 | Episode 6
3651,Luxury Lounge,The Sopranos,8.4,55,Danny Leiner,Season 6 | Episode 7
3652,Johnny Cakes,The Sopranos,8.4,55,Timothy Van Patten,Season 6 | Episode 8
3653,The Ride,The Sopranos,8.4,54,Alan Taylor,Season 6 | Episode 9
3654,Moe n' Joe,The Sopranos,8.4,54,Steve Shill,Season 6 | Episode 10
3655,Cold Stones,The Sopranos,8.7,57,Timothy Van Patten,Season 6 | Episode 11
3656,Kaisha,The Sopranos,8.4,59,Alan Taylor,Season 6 | Episode 12
3657,Soprano Home Movies,The Sopranos,8.9,50,Timothy Van Patten,Season 6 | Episode 13
3658,Stage 5,The Sopranos,8.8,55,Alan Taylor,Season 6 | Episode 14
3659,Remember When,The Sopranos,8.6,56,Phil Abraham,Season 6 | Episode 15
3660,Chasing It,The Sopranos,8.2,48,Timothy Van Patten,Season 6 | Episode 16
3661,Walk Like a Man,The Sopranos,8.8,54,Terence Winter,Season 6 | Episode 17
3662,Kennedy and Heidi,The Sopranos,9.0,51,Alan Taylor,Season 6 | Episode 18
3663,The Second Coming,The Sopranos,9.1,51,Timothy Van Patten,Season 6 | Episode 19
3664,The Blue Comet,The Sopranos,9.5,49,Alan Taylor,Season 6 | Episode 20
3665,Made in America,The Sopranos,9.1,59,David Chase,Season 6 | Episode 21
3666,Payback,Law & Order: Special Victims Unit,9.0,1,Jean de Segonzac,Season 1 | Episode 1
3667,A Single Life,Law & Order: Special Victims Unit,9.0,43,Lesli Linka Glatter,Season 1 | Episode 2
3668,...Or Just Look Like One,Law & Order: Special Victims Unit,8.7,43,Rick Rosenthal,Season 1 | Episode 3
3669,Hysteria,Law & Order: Special Victims Unit,9.1,1,Richard Dobbs,Season 1 | Episode 4
3670,Wanderlust,Law & Order: Special Victims Unit,8.9,45,David Hugh Jones,Season 1 | Episode 5
3671,Sophomore Jinx,Law & Order: Special Victims Unit,9.0,1,Clark Johnson,Season 1 | Episode 6
3672,Uncivilized,Law & Order: Special Victims Unit,9.2,45,Michael Fields,Season 1 | Episode 7
3673,Stalked,Law & Order: Special Victims Unit,9.2,1,Peter Medak,Season 1 | Episode 8
3674,Stocks & Bondage,Law & Order: Special Victims Unit,8.7,44,Constantine Makris,Season 1 | Episode 9
3675,Closure,Law & Order: Special Victims Unit,8.7,45,Stephen Wertimer,Season 1 | Episode 10
3676,Bad Blood,Law & Order: Special Victims Unit,8.7,45,Michael Fields,Season 1 | Episode 11
3677,Russian Love Poem,Law & Order: Special Victims Unit,8.8,44,Rick Rosenthal,Season 1 | Episode 12
3678,Disrobed,Law & Order: Special Victims Unit,9.1,1,David Platt,Season 1 | Episode 13
3679,Limitations,Law & Order: Special Victims Unit,8.2,44,Constantine Makris,Season 1 | Episode 14
3680,Entitled,Law & Order: Special Victims Unit,9.0,1,Edwin Sherin,Season 1 | Episode 15
3681,The Third Guy,Law & Order: Special Victims Unit,9.3,45,Jud Taylor,Season 1 | Episode 16
3682,Misleader,Law & Order: Special Victims Unit,8.7,1,Richard Dobbs,Season 1 | Episode 17
3683,Chat Room,Law & Order: Special Victims Unit,9.0,44,Richard Dobbs,Season 1 | Episode 18
3684,Contact,Law & Order: Special Victims Unit,8.7,42,Michael Zinberg,Season 1 | Episode 19
3685,Remorse,Law & Order: Special Victims Unit,9.3,44,Alexander Cassini,Season 1 | Episode 20
3686,Nocturne,Law & Order: Special Victims Unit,9.4,44,Jean de Segonzac,Season 1 | Episode 21
3687,Slaves,Law & Order: Special Victims Unit,9.2,44,Ted Kotcheff,Season 1 | Episode 22
3688,Wrong Is Right,Law & Order: Special Victims Unit,9.1,44,Ted Kotcheff,Season 2 | Episode 1
3689,Honor,Law & Order: Special Victims Unit,8.7,44,Alan Metzger,Season 2 | Episode 2
3690,Closure: Part 2,Law & Order: Special Victims Unit,9.3,43,Jean de Segonzac,Season 2 | Episode 3
3691,Legacy,Law & Order: Special Victims Unit,9.2,44,Jud Taylor,Season 2 | Episode 4
3692,Baby Killer,Law & Order: Special Victims Unit,9.2,43,Juan José Campanella,Season 2 | Episode 5
3693,Noncompliance,Law & Order: Special Victims Unit,8.7,44,Elodie Keene,Season 2 | Episode 6
3694,Asunder,Law & Order: Special Victims Unit,8.7,43,David Platt,Season 2 | Episode 7
3695,Taken,Law & Order: Special Victims Unit,8.7,43,Michael Fields,Season 2 | Episode 8
3696,Pixies,Law & Order: Special Victims Unit,9.0,43,Jean de Segonzac,Season 2 | Episode 9
3697,Consent,Law & Order: Special Victims Unit,8.7,43,James Quinn,Season 2 | Episode 10
3698,Abuse,Law & Order: Special Victims Unit,8.7,43,Richard Dobbs,Season 2 | Episode 11
3699,Secrets,Law & Order: Special Victims Unit,9.0,44,Arthur W. Forney,Season 2 | Episode 12
3700,Victims,Law & Order: Special Victims Unit,8.7,44,Constantine Makris,Season 2 | Episode 13
3701,Paranoia,Law & Order: Special Victims Unit,9.2,1,Richard Dobbs,Season 2 | Episode 14
3702,Countdown,Law & Order: Special Victims Unit,9.3,43,Steve Shill,Season 2 | Episode 15
3703,Runaway,Law & Order: Special Victims Unit,9.1,1,Richard Dobbs,Season 2 | Episode 16
